#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	CYTOGENETIC_MAP	GO_BIOLOGICAL_PROCESS	GO_CELLULAR_COMPONENT	GO_MOLECULAR_FUNCTION	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	RECOMBINATION_MAP	REFSEQ_POLYPEPTIDE	REFSEQ_TRANSCRIPT	SYMBOL
FBgn0034237	FBgn0034237	CG4878	54C3-54C3	regulation of translational initiation ; GO:0006446 | inferred from sequence or structural similarity with UniProtKB:P55884 <newline> translational initiation ; GO:0006413 | inferred from sequence or structural similarity <newline> ovarian follicle cell development ; GO:0030707 | inferred from mutant phenotype	eukaryotic translation initiation factor 3 complex ; GO:0005852 | inferred from biological aspect of ancestor with PANTHER:PTN000362658 <newline> eukaryotic translation initiation factor 3 complex ; GO:0005852 | inferred from sequence or structural similarity with UniProtKB:P55884 <newline> cytosol ; GO:0005829 | inferred from sequence or structural similarity <newline> eukaryotic translation initiation factor 3 complex ; GO:0005852 | inferred from sequence or structural similarity	translation initiation factor binding ; GO:0031369 | inferred from electronic annotation with InterPro:IPR011400 <newline> mRNA binding ; GO:0003729 | inferred from sequence or structural similarity <newline> translation initiation factor activity ; GO:0003743 | contributes_to inferred from biological aspect of ancestor with PANTHER:PTN000362658 <newline> translation initiation factor activity ; GO:0003743 | inferred from sequence or structural similarity <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:Q9VSS1 <newline> translation initiation factor activity ; GO:0003743 | inferred from sequence or structural similarity with UniProtKB:P55884	2R	17539142	17536213	1	eukaryotic translation initiation factor 3 subunit b	2-83	REFSEQ:NP_611228 <newline> REFSEQ:NP_725691	REFSEQ:NM_137384 <newline> REFSEQ:NM_166239	eIF3b
FBgn0034275	FBgn0034275	CG5002	54E8-54E8	sulfate transport ; GO:0008272 | inferred from electronic annotation with InterPro:IPR001902, InterPro:IPR011547 <newline> bicarbonate transport ; GO:0015701 | inferred from biological aspect of ancestor with PANTHER:PTN000212047 <newline> chloride transmembrane transport ; GO:1902476 | inferred from biological aspect of ancestor with PANTHER:PTN000212047 <newline> regulation of membrane potential ; GO:0042391 | inferred from biological aspect of ancestor with PANTHER:PTN000212047 <newline> regulation of intracellular pH ; GO:0051453 | inferred from biological aspect of ancestor with PANTHER:PTN000212047	integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN000212031	secondary active sulfate transmembrane transporter activity ; GO:0008271 | inferred from electronic annotation with InterPro:IPR001902 <newline> bicarbonate transmembrane transporter activity ; GO:0015106 | inferred from biological aspect of ancestor with PANTHER:PTN000212047 <newline> anion:anion antiporter activity ; GO:0015301 | inferred from biological aspect of ancestor with PANTHER:PTN000212047 <newline> sulfate transmembrane transporter activity ; GO:0015116 | inferred from biological aspect of ancestor with PANTHER:PTN000212031 <newline> oxalate transmembrane transporter activity ; GO:0019531 | inferred from biological aspect of ancestor with PANTHER:PTN000212047 <newline> chloride channel activity ; GO:0005254 | inferred from biological aspect of ancestor with PANTHER:PTN000212047	2R	17753214	17750293	1	-	2-84	REFSEQ:NP_611262	REFSEQ:NM_137418	CG5002
FBgn0034335	FBgn0034335	CG5164	55C6-55C6	glutathione metabolic process ; GO:0006749 | inferred from direct assay <newline> response to oxidative stress ; GO:0006979 | non-traceable author statement <newline> response to heat ; GO:0009408 | inferred from expression pattern	cytoplasm ; GO:0005737 | inferred from sequence or structural similarity with RGD:70952 <newline> cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000136167	glutathione transferase activity ; GO:0004364 | inferred from direct assay	2R	18399223	18398393	1	Glutathione S transferase E1	2-85	REFSEQ:NP_611323	REFSEQ:NM_137479	GstE1
FBgn0034432	FBgn0034432	CG7461	56C9-56C10	oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR006089, InterPro:IPR006091, InterPro:IPR009075, InterPro:IPR009100, InterPro:IPR013786	-	acyl-CoA dehydrogenase activity ; GO:0003995 | inferred from electronic annotation with InterPro:IPR006089, InterPro:IPR006091 <newline> flavin adenine dinucleotide binding ; GO:0050660 | inferred from electronic annotation with InterPro:IPR013786	2R	19307445	19305172	1	-	2-88	REFSEQ:NP_611409 <newline> REFSEQ:NP_001286611	REFSEQ:NM_137565 <newline> REFSEQ:NM_001299682	CG7461
FBgn0034552	FBgn0034552	CG17999	57B3-57B3	metabolic process ; GO:0008152 | inferred from electronic annotation with InterPro:IPR000873 <newline> fatty acid biosynthetic process ; GO:0006633 | traceable author statement	-	catalytic activity ; GO:0003824 | inferred from electronic annotation with InterPro:IPR000873 <newline> fatty acid ligase activity ; GO:0015645 | traceable author statement	2R	20849939	20847980	-1	-	2-92	REFSEQ:NP_611517	REFSEQ:NM_137673	CG17999
FBgn0034741	FBgn0034741	CG4269	58F1-58F1	-	-	-	2R	22600695	22597245	1	-	2-100	REFSEQ:NP_611683 <newline> REFSEQ:NP_001286729 <newline> REFSEQ:NP_001286730	REFSEQ:NM_137839 <newline> REFSEQ:NM_001299800 <newline> REFSEQ:NM_001299801	CG4269
FBgn0034990	FBgn0034990	CG11406	60C2-60C2	-	-	hydrolase activity, acting on ester bonds ; GO:0016788 | inferred from electronic annotation with InterPro:IPR025483	2R	24208203	24202091	-1	-	2-106	REFSEQ:NP_611897 <newline> REFSEQ:NP_001014548 <newline> REFSEQ:NP_001163290 <newline> REFSEQ:NP_001286832	REFSEQ:NM_138053 <newline> REFSEQ:NM_001014548 <newline> REFSEQ:NM_001169819 <newline> REFSEQ:NM_001299903	CG11406
FBgn0035236	FBgn0035236	CG12004	62A6-62A6	defense response to fungus ; GO:0050832 | inferred from mutant phenotype <newline> synaptic target recognition ; GO:0008039 | inferred from mutant phenotype	integral component of membrane ; GO:0016021 | inferred from biological aspect of ancestor with PANTHER:PTN000603211	carbohydrate binding ; GO:0030246 | inferred from sequence or structural similarity with Lectin-galC1 <newline> transporter activity ; GO:0005215 | inferred from biological aspect of ancestor with PANTHER:PTN000603211	3L	1576330	1569181	1	-	3-0.5	REFSEQ:NP_647627 <newline> REFSEQ:NP_728633 <newline> REFSEQ:NP_001097474 <newline> REFSEQ:NP_001286899	REFSEQ:NM_139370 <newline> REFSEQ:NM_167897 <newline> REFSEQ:NM_001104004 <newline> REFSEQ:NM_001299970	CG12004
FBgn0035281	FBgn0035281	CG1919	62B7-62B7	chitin-based cuticle development ; GO:0040003 | inferred from sequence model	extracellular matrix ; GO:0031012 | inferred from sequence model	structural constituent of cuticle ; GO:0042302 | inferred from electronic annotation with InterPro:IPR000618 <newline> structural constituent of chitin-based larval cuticle ; GO:0008010 | inferred from sequence model	3L	1842084	1840281	-1	Cuticular protein 62Bc	3-1.0	REFSEQ:NP_647668 <newline> REFSEQ:NP_001261293	REFSEQ:NM_139411 <newline> REFSEQ:NM_001274364	Cpr62Bc
FBgn0035383	FBgn0035383	CG2107	63A2-63A2	fatty acid beta-oxidation ; GO:0006635 | inferred from mutant phenotype <newline> triglyceride homeostasis ; GO:0070328 | inferred from mutant phenotype <newline> response to starvation ; GO:0042594 | inferred from mutant phenotype <newline> ketone body biosynthetic process ; GO:0046951 | inferred from mutant phenotype	-	transferase activity, transferring acyl groups ; GO:0016746 | inferred from electronic annotation with InterPro:IPR000542	3L	2983551	2981022	1	Carnitine palmitoyltransferase 2	3-5	REFSEQ:NP_647756	REFSEQ:NM_139499	CPT2
FBgn0035766	FBgn0035766	CG8598	65F5-65F5	cell division ; GO:0051301 | inferred from electronic annotation with InterPro:IPR033257 <newline> meiotic chromosome segregation ; GO:0045132 | inferred from electronic annotation with InterPro:IPR033257 <newline> DNA repair ; GO:0006281 | inferred from electronic annotation with InterPro:IPR033257 <newline> mitotic sister chromatid cohesion ; GO:0007064 | inferred from mutant phenotype <newline> histone acetylation ; GO:0016573 | inferred from mutant phenotype	nuclear chromatin ; GO:0000790 | inferred from sequence or structural similarity with UniProtKB:P43605	N-acetyltransferase activity ; GO:0008080 | inferred from electronic annotation with InterPro:IPR000182 <newline> acetyltransferase activity ; GO:0016407 | inferred from sequence or structural similarity with SGD:S000001923 <newline> acetyltransferase activity ; GO:0016407 | inferred from sequence or structural similarity with UniProtKB:P43605	3L	7339340	7335442	-1	Establishment of cohesion	3-20	REFSEQ:NP_648106 <newline> REFSEQ:NP_729236	REFSEQ:NM_139849 <newline> REFSEQ:NM_168201	eco
FBgn0035943	FBgn0035943	CG5653	66E5-66E5	oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR002937, InterPro:IPR023753	-	oxidoreductase activity ; GO:0016491 | inferred from electronic annotation with InterPro:IPR002937, InterPro:IPR023753	3L	8966374	8964912	-1	-	3-27	REFSEQ:NP_648269	REFSEQ:NM_140012	CG5653
FBgn0036258	FBgn0036258	CG5642	68F6-68F6	translational initiation ; GO:0006413 | inferred from sequence or structural similarity with HGNC:18138	eukaryotic translation initiation factor 3 complex ; GO:0005852 | inferred from sequence or structural similarity with HGNC:18138 <newline> cytosol ; GO:0005829 | inferred from high throughput direct assay <newline> eukaryotic translation initiation factor 3 complex ; GO:0005852 | inferred from biological aspect of ancestor with PANTHER:PTN000326403	translation initiation factor activity ; GO:0003743 | inferred from biological aspect of ancestor with PANTHER:PTN000326403 <newline> translation initiation factor activity ; GO:0003743 | contributes_to inferred from sequence or structural similarity with HGNC:18138	3L	12146097	12143446	-1	eukaryotic translation initiation factor 3 subunit l	3-38	REFSEQ:NP_648553	REFSEQ:NM_140296	eIF3l
FBgn0036560	FBgn0036560	CG5895	72D1-72D1	lipid metabolic process ; GO:0006629 | inferred from electronic annotation with InterPro:IPR017946	-	phosphoric diester hydrolase activity ; GO:0008081 | inferred from electronic annotation with InterPro:IPR017946	3L	16037227	16035485	1	-	3-44	REFSEQ:NP_648828 <newline> REFSEQ:NP_001163452	REFSEQ:NM_140571 <newline> REFSEQ:NM_001169981	CG5895
FBgn0036585	FBgn0036585	CG13071	72D10-72D10	-	-	-	3L	16263247	16262740	1	-	3-44	REFSEQ:NP_001189117	REFSEQ:NM_001202188	CG13071
FBgn0036597	FBgn0036597	CG4962	72E1-72E1	-	-	-	3L	16295547	16294711	-1	-	3-44	REFSEQ:NP_648865	REFSEQ:NM_140608	CG4962
FBgn0036619	FBgn0036619	CG4784	72E2-72E2	chitin-based cuticle development ; GO:0040003 | inferred from sequence model	extracellular space ; GO:0005615 | inferred from sequence model <newline> extracellular matrix ; GO:0031012 | inferred from sequence model	structural constituent of cuticle ; GO:0042302 | inferred from electronic annotation with InterPro:IPR000618 <newline> structural constituent of chitin-based larval cuticle ; GO:0008010 | inferred from sequence model	3L	16367340	16365894	-1	Cuticular protein 72Ec	3-44	REFSEQ:NP_648884	REFSEQ:NM_140627	Cpr72Ec
FBgn0036620	FBgn0036620	CG4842	72E2-72E3	oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR002424 <newline> neuron projection morphogenesis ; GO:0048812 | inferred from mutant phenotype	-	alcohol dehydrogenase (NAD) activity ; GO:0004022 | inferred from electronic annotation with InterPro:IPR002424, InterPro:IPR002426	3L	16369518	16368389	1	-	3-44	REFSEQ:NP_648885	REFSEQ:NM_140628	CG4842
FBgn0037163	FBgn0037163	CG11440	79E4-79E4	dephosphorylation ; GO:0016311 | non-traceable author statement <newline> thermotaxis ; GO:0043052 | inferred from direct assay <newline> phototransduction ; GO:0007602 | inferred from mutant phenotype inferred from genetic interaction with rdgB inferred from genetic interaction with rdgA <newline> phospholipid metabolic process ; GO:0006644 | inferred from biological aspect of ancestor with PANTHER:PTN001606015 <newline> response to light intensity ; GO:0009642 | inferred from mutant phenotype <newline> phospholipid dephosphorylation ; GO:0046839 | inferred from biological aspect of ancestor with PANTHER:PTN001606015 <newline> phototransduction ; GO:0007602 | inferred from mutant phenotype	membrane ; GO:0016020 | inferred from sequence or structural similarity with HGNC:9228 <newline> integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001606015	phosphatidate phosphatase activity ; GO:0008195 | non-traceable author statement <newline> phosphatidate phosphatase activity ; GO:0008195 | inferred from sequence or structural similarity with HGNC:9228 <newline> phosphatidate phosphatase activity ; GO:0008195 | inferred from biological aspect of ancestor with PANTHER:PTN000017950 <newline> lipid phosphatase activity ; GO:0042577 | inferred from biological aspect of ancestor with PANTHER:PTN000807400	3L	22461131	22458816	-1	lazaro	3-47	REFSEQ:NP_649391	REFSEQ:NM_141134	laza
FBgn0037534	FBgn0037534	CG2781	84E6-84E7	fatty acid elongation, saturated fatty acid ; GO:0019367 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> fatty acid elongation, polyunsaturated fatty acid ; GO:0034626 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> fatty acid elongation ; GO:0030497 | inferred from sequence or structural similarity with bond <newline> very long-chain fatty acid biosynthetic process ; GO:0042761 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> fatty acid elongation, monounsaturated fatty acid ; GO:0034625 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> sphingolipid biosynthetic process ; GO:0030148 | inferred from biological aspect of ancestor with PANTHER:PTN000125390	integral component of endoplasmic reticulum membrane ; GO:0030176 | inferred from biological aspect of ancestor with PANTHER:PTN000125390	fatty acid elongase activity ; GO:0009922 | inferred from sequence or structural similarity with bond <newline> fatty acid elongase activity ; GO:0009922 | inferred from biological aspect of ancestor with PANTHER:PTN000125390	3R	7995852	7981817	-1	-	3-48	REFSEQ:NP_649754	REFSEQ:NM_141497	CG2781
FBgn0037578	FBgn0037578	CG9601	84F13-84F13	polynucleotide 3' dephosphorylation ; GO:0098506 | inferred from biological aspect of ancestor with PANTHER:PTN001382891 <newline> DNA 3' dephosphorylation involved in DNA repair ; GO:0098504 | inferred from biological aspect of ancestor with PANTHER:PTN001382891 <newline> DNA repair ; GO:0006281 | inferred from sequence or structural similarity with HGNC:9154	nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN000949279 <newline> nucleus ; GO:0005634 | inferred from sequence or structural similarity with HGNC:9154	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity ; GO:0046404 | inferred from biological aspect of ancestor with PANTHER:PTN001382891 <newline> polynucleotide 3'-phosphatase activity ; GO:0046403 | inferred from biological aspect of ancestor with PANTHER:PTN001382891 <newline> nucleotide kinase activity ; GO:0019201 | inferred from biological aspect of ancestor with PANTHER:PTN001382891 <newline> nucleotide kinase activity ; GO:0019201 | inferred from sequence or structural similarity with HGNC:9154 <newline> double-stranded DNA binding ; GO:0003690 | inferred from biological aspect of ancestor with PANTHER:PTN001382891	3R	8343516	8341661	-1	-	3-48	REFSEQ:NP_649792	REFSEQ:NM_141535	CG9601
FBgn0037979	FBgn0037979	CG3532	87A5-87A5	retrograde transport, endosome to Golgi ; GO:0042147 | inferred from sequence or structural similarity with HGNC:23218 <newline> protein localization to Golgi apparatus ; GO:0034067 | inferred from sequence or structural similarity with HGNC:23218 <newline> Golgi vesicle transport ; GO:0048193 | inferred by curator from GO:0000138,GO:0017137	Golgi trans cisterna ; GO:0000138 | inferred from direct assay <newline> Golgi apparatus ; GO:0005794 | inferred from direct assay	ADP-ribosylation factor binding ; GO:0030306 | inferred from physical interaction with Arl1 <newline> Rab GTPase binding ; GO:0017137 | inferred from physical interaction with Rab2 <newline> protein homodimerization activity ; GO:0042803 | inferred from sequence model <newline> Rab GTPase binding ; GO:0017137 | inferred from physical interaction with Rab2, Rab30 <newline> identical protein binding ; GO:0042802 | inferred from sequence or structural similarity with HGNC:23218	3R	12015059	12010772	1	GRIP and coiled-coil domain containing 185 kDa	3-51	REFSEQ:NP_001097755	REFSEQ:NM_001104285	GCC185
FBgn0038095	FBgn0038095	CG7241	87D5-87D5	oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401, InterPro:IPR017972	-	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ; GO:0016705 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401, InterPro:IPR017972 <newline> heme binding ; GO:0020037 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401 <newline> iron ion binding ; GO:0005506 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401	3R	12965923	12963791	1	Cyp304a1	3-53	REFSEQ:NP_731751	REFSEQ:NM_169484	Cyp304a1
FBgn0038530	FBgn0038530	CG7629	90B6-90B6	defense response to Gram-positive bacterium ; GO:0050830 | inferred from expression pattern	extracellular region ; GO:0005576 | inferred from electronic annotation with InterPro:IPR005520, InterPro:IPR005521	-	3R	17626086	17625268	1	Attacin-D	3-61	REFSEQ:NP_524391	REFSEQ:NM_079667	AttD
FBgn0038771	FBgn0038771	CG4390	92C4-92C4	formaldehyde catabolic process ; GO:0046294 | inferred from electronic annotation with InterPro:IPR014186	-	S-formylglutathione hydrolase activity ; GO:0018738 | inferred from electronic annotation with InterPro:IPR014186	3R	20059750	20056418	-1	-	3-67	REFSEQ:NP_732486 <newline> REFSEQ:NP_650864	REFSEQ:NM_169887 <newline> REFSEQ:NM_142607	CG4390
FBgn0038774	FBgn0038774	CG5023	92D2-92D3	actomyosin structure organization ; GO:0031032 | inferred from electronic annotation with InterPro:IPR001997	-	actin binding ; GO:0003779 | inferred from electronic annotation with InterPro:IPR001997 <newline> actin binding ; GO:0003779 | inferred from sequence or structural similarity	3R	20174872	20169435	1	-	3-68	REFSEQ:NP_650867	REFSEQ:NM_142610	CG5023
FBgn0039266	FBgn0039266	CG11791	96B19-96B19	biological_process ; GO:0008150 | no biological data available	cellular_component ; GO:0005575 | no biological data available	molecular_function ; GO:0003674 | no biological data available	3R	25053074	25049616	1	-	3-86	REFSEQ:NP_733072 <newline> REFSEQ:NP_651327 <newline> REFSEQ:NP_001097907 <newline> REFSEQ:NP_001262945	REFSEQ:NM_170193 <newline> REFSEQ:NM_143070 <newline> REFSEQ:NM_001104437 <newline> REFSEQ:NM_001276016	CG11791
FBgn0039415	FBgn0039415	CG6142	97A1-97A1	oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR000172, InterPro:IPR007867, InterPro:IPR012132, InterPro:IPR023753	-	flavin adenine dinucleotide binding ; GO:0050660 | inferred from electronic annotation with InterPro:IPR000172, InterPro:IPR012132 <newline> oxidoreductase activity, acting on CH-OH group of donors ; GO:0016614 | inferred from electronic annotation with InterPro:IPR000172, InterPro:IPR007867, InterPro:IPR012132	3R	26137148	26133154	1	-	3-90	REFSEQ:NP_651466	REFSEQ:NM_143209	CG6142
FBgn0040074	FBgn0040074	CG13057	72E1-72E1	biological_process ; GO:0008150 | no biological data available	extracellular space ; GO:0005615 | inferred from direct assay	molecular_function ; GO:0003674 | no biological data available	3L	16332789	16331933	1	retinin	3-44	REFSEQ:NP_524995	REFSEQ:NM_080256	retinin
FBgn0040600	FBgn0040600	CG13631	96A20-96A20	-	-	-	3R	24770933	24769351	1	-	3-85	REFSEQ:NP_652252 <newline> REFSEQ:NP_001287512	REFSEQ:NM_143995 <newline> REFSEQ:NM_001300583	CG13631
FBgn0043575	FBgn0043575	CG14745	44E2-44E2	immune response ; GO:0006955 | inferred from sequence or structural similarity with UniProtKB:O76537 <newline> negative regulation of innate immune response ; GO:0045824 | inferred from direct assay <newline> peptidoglycan catabolic process ; GO:0009253 | inferred from sequence or structural similarity with PGRP-SC1b	extracellular region ; GO:0005576 | inferred from sequence or structural similarity	zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR006619 <newline> peptidoglycan binding ; GO:0042834 | inferred from sequence or structural similarity with UniProtKB:O76537 <newline> N-acetylmuramoyl-L-alanine amidase activity ; GO:0008745 | inferred from sequence or structural similarity with PGRP-SC1b <newline> peptidoglycan binding ; GO:0042834 | inferred from sequence or structural similarity with PGRP-SC1b	2R	8717695	8716950	1	Peptidoglycan recognition protein SC2	2-59	REFSEQ:NP_610410	REFSEQ:NM_136566	PGRP-SC2
FBgn0045064	FBgn0045064	CG13969	38B2-38B3	brain development ; GO:0007420 | NOT inferred from mutant phenotype <newline> ceramide catabolic process ; GO:0046514 | inferred from sequence or structural similarity with UniProtKB:Q8R4X1 <newline> ceramide catabolic process ; GO:0046514 | inferred from direct assay <newline> regulation of lipid metabolic process ; GO:0019216 | inferred from sequence or structural similarity with UniProtKB:Q8R4X1 <newline> brain development ; GO:0007420 | inferred from mutant phenotype <newline> sphingolipid metabolic process ; GO:0006665 | inferred from sequence or structural similarity with UniProtKB:Q8R4X1	integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR008901 <newline> endoplasmic reticulum ; GO:0005783 | inferred from sequence or structural similarity with UniProtKB:Q8R4X1	ceramidase activity ; GO:0017040 | NOT inferred from mutant phenotype <newline> ceramidase activity ; GO:0017040 | inferred from sequence or structural similarity with UniProtKB:Q8R4X1 <newline> ceramidase activity ; GO:0017040 | inferred from direct assay	2L	20073719	20066391	1	brain washing	2-54	REFSEQ:NP_610020 <newline> REFSEQ:NP_001260616	REFSEQ:NM_136176 <newline> REFSEQ:NM_001273687	bwa
FBgn0050098	FBgn0050098	CG30098	53C2-53C2	proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> defense response to Gram-positive bacterium ; GO:0050830 | inferred from expression pattern	cellular_component ; GO:0005575 | no biological data available	serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114	2R	16355215	16354224	-1	-	2-80	REFSEQ:NP_725573	REFSEQ:NM_166171	CG30098
FBgn0050101	FBgn0050101	CG30101	54B7-54B7	-	-	-	2R	17410204	17408258	-1	-	2-82	REFSEQ:NP_611205	REFSEQ:NM_137361	CG30101
FBgn0050359	FBgn0050359	CG30359	44D1-44D1	carbohydrate metabolic process ; GO:0005975 | inferred from electronic annotation with InterPro:IPR006047, InterPro:IPR006589, InterPro:IPR013781	-	maltose alpha-glucosidase activity ; GO:0032450 | inferred from sequence or structural similarity with UniProtKB:P38158	2R	8465092	8462753	1	Maltase A5	2-59	REFSEQ:NP_610382 <newline> REFSEQ:NP_001163088 <newline> REFSEQ:NP_001286197	REFSEQ:NM_136538 <newline> REFSEQ:NM_001169617 <newline> REFSEQ:NM_001299268	Mal-A5
FBgn0051199	FBgn0051199	CG31199	92F10-92F10	proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254	-	serine-type endopeptidase activity ; GO:0004252 | NOT inferred from key residues	3R	20743869	20742800	-1	-	3-69	REFSEQ:NP_732546	REFSEQ:NM_169917	CG31199
FBgn0051704	FBgn0051704	CG31704	33A3-33A3	multicellular organism reproduction ; GO:0032504 | inferred from high throughput expression pattern	extracellular space ; GO:0005615 | inferred from high throughput direct assay	-	2L	11841204	11840691	1	-	2-45	REFSEQ:NP_723689 <newline> REFSEQ:NP_001260397	REFSEQ:NM_164973 <newline> REFSEQ:NM_001273468	CG31704
FBgn0051706	FBgn0051706	CG31706	32F2-32F2	-	-	-	2L	11531052	11529038	-1	-	2-44	REFSEQ:NP_723675 <newline> REFSEQ:NP_001260387	REFSEQ:NM_164969 <newline> REFSEQ:NM_001273458	CG31706
FBgn0051729	FBgn0051729	CG31729	34B4-34B5	endocytosis ; GO:0006897 | inferred from biological aspect of ancestor with PANTHER:PTN000642870 <newline> retrograde vesicle-mediated transport, Golgi to ER ; GO:0006890 | inferred from biological aspect of ancestor with PANTHER:PTN000642870 <newline> phospholipid translocation ; GO:0045332 | inferred from sequence or structural similarity with SGD:S000000024	integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR001757, InterPro:IPR006539 <newline> integral component of membrane ; GO:0016021 | inferred from sequence model <newline> trans-Golgi network ; GO:0005802 | inferred from biological aspect of ancestor with PANTHER:PTN000642870 <newline> plasma membrane ; GO:0005886 | inferred from biological aspect of ancestor with PANTHER:PTN000642368 <newline> endosome ; GO:0005768 | inferred from biological aspect of ancestor with PANTHER:PTN000642870	ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR006539 <newline> magnesium ion binding ; GO:0000287 | inferred from electronic annotation with InterPro:IPR006539 <newline> phospholipid-translocating ATPase activity ; GO:0004012 | inferred from sequence or structural similarity with SGD:S000000024 <newline> phospholipid-translocating ATPase activity ; GO:0004012 | inferred from biological aspect of ancestor with PANTHER:PTN000642368	2L	13301668	13289997	1	-	2-48	REFSEQ:NP_609634 <newline> REFSEQ:NP_723806 <newline> REFSEQ:NP_001285886 <newline> REFSEQ:NP_001285887	REFSEQ:NM_135790 <newline> REFSEQ:NM_165038 <newline> REFSEQ:NM_001298957 <newline> REFSEQ:NM_001298958	CG31729
FBgn0051739	FBgn0051739	CG31739	36B2-36B2	tRNA aminoacylation for protein translation ; GO:0006418 | inferred from electronic annotation with InterPro:IPR002312, InterPro:IPR004364, InterPro:IPR006195, InterPro:IPR018150 <newline> aspartyl-tRNA aminoacylation ; GO:0006422 | traceable author statement	cytoplasm ; GO:0005737 | inferred from electronic annotation with InterPro:IPR004115 <newline> mitochondrion ; GO:0005739 | traceable author statement	ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR002312, InterPro:IPR004115, InterPro:IPR004364, InterPro:IPR004524, InterPro:IPR018150 <newline> nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR004365 <newline> aminoacyl-tRNA ligase activity ; GO:0004812 | inferred from electronic annotation with InterPro:IPR002312, InterPro:IPR004115, InterPro:IPR004364, InterPro:IPR006195, InterPro:IPR018150 <newline> aspartate-tRNA ligase activity ; GO:0004815 | traceable author statement <newline> ligase activity ; GO:0016874 | inferred from electronic annotation with InterPro:IPR004524	2L	16832093	16827078	1	Aspartyl-tRNA synthetase, mitochondrial	2-53	REFSEQ:NP_724018 <newline> REFSEQ:NP_001260519 <newline> REFSEQ:NP_001260520	REFSEQ:NM_165196 <newline> REFSEQ:NM_001273590 <newline> REFSEQ:NM_001273591	AspRS-m
FBgn0052190	FBgn0052190	CG32190	75A2-75A2	carbohydrate metabolic process ; GO:0005975 | inferred from electronic annotation with InterPro:IPR011330 <newline> defense response to Gram-negative bacterium ; GO:0050829 | inferred from mutant phenotype <newline> multicellular organism reproduction ; GO:0032504 | inferred from high throughput expression pattern	Golgi apparatus ; GO:0005794 | inferred from direct assay <newline> extracellular space ; GO:0005615 | inferred from high throughput direct assay <newline> endomembrane system ; GO:0012505 | inferred from high throughput direct assay	catalytic activity ; GO:0003824 | inferred from electronic annotation with InterPro:IPR011330	3L	17802279	17797738	-1	NUCB1	3-45	REFSEQ:NP_649008	REFSEQ:NM_140751	NUCB1
FBgn0052207	FBgn0052207	CR32207	76B3-76B3	-	-	-	3L	19478720	19477329	-1	hairpin RNA:CR32207	3-45	-	-	hpRNA:CR32207
FBgn0052407	FBgn0052407	CG32407	64F5-64F5	-	-	-	3L	5923567	5922055	1	-	3-15	REFSEQ:NP_729113 <newline> REFSEQ:NP_001261456	REFSEQ:NM_168147 <newline> REFSEQ:NM_001274527	CG32407
FBgn0053317	FBgn0053317	CR33317	38F4-38F4	-	-	-	2L	20901524	20901134	1	-	2-54	-	REFSEQ:NM_206018	CR33317
FBgn0053926	FBgn0053926	CG33926	67B6-67B7	biological_process ; GO:0008150 | no biological data available	cellular_component ; GO:0005575 | no biological data available	molecular_function ; GO:0003674 | no biological data available	3L	9446388	9443232	1	-	3-29	REFSEQ:NP_001027118 <newline> REFSEQ:NP_001287004	REFSEQ:NM_001031947 <newline> REFSEQ:NM_001300075	CG33926
